,Sentences,Similarity
21,Add security testing for transport layer check The test cases check all resources related URLS in service creation response / service listing response/ service GET response are using HTTPS for transport security Both reponse boy and all HTTP headers are checked The test cases fail if HTTP is used Change-Id: I4da455b52124d8fa247de5b7931fc5f48f879512 Implements: blueprint security-testing,0.2271038293838501
22,Fix API misimplementation for security groups According to the Compute API reference [1]_ the 'description' parameter is optional when creating a security group But the current implementation returns a HTTP 400 when this parameter is not specified This patch modifies the validation check_ so that omitting 'description' or passing an empty string is OK [1]: http://developeropenstackorg/api-ref-compute-v2-exthtml#createSecGroup Change-Id: I404dd30c7dac4b8a9e01cf2ea62fa404fdcce3de Closes-Bug: #1434172,0.3265278935432434
23,If a Neutron security group rule protocol is ICMP_ port_range_max value must be an ICMP code Change-Id: Ib1e972ecb9a28f4d5c7944b5a871ec165039eeb5 Closes-Bug: 1483292,0.21663707494735718
24,Add security testing for authorization and update client These test cases cover authorization checks for service functions They check whether it is possible to create/patch/list/delete services without valid tokens or no token at all It also check whether it is possible to create/patch/list/delete services of one user using another user's valid token The supposed repsonses should be 401 errors The client's code is updated to include requestslib_kwargs=None for functions that do not implement requestslib It is possible to modify paylaods and headers with this addtion Change-Id: I01ef2b2fd22b2a21d84ed39bfbfee73e5fdc8b93 Implements: blueprint authentication,0.17081212997436523
25,Adds security tests to automate checking of common vulnerabilities This is an initial set of security tests for the poppy CDN component Change-Id: Iada937545634d2c8d4ae30c1b7798135cd4bb996,0.26315760612487793
26,"Remove namespace argument from security group initialization Neutron security groups (iptables_ ipsets) are always configured in the ""root"" namespace on compute nodes_ so the namespace argument is not required and never used Remove it from the firewall code and related call sites Noticed while doing other ipset work Change-Id: I4996e2e79da0ec9bbe7980acea60bf5ce3c825ae",0.1815950572490692
27,networking-tricircle core plugin and security group Initial implementation include option to use ML2 but it seem that it will be better to use a core plugin (more control) over the process Change-Id: Ic63e7a3d0a1b171d43aff535b65c949e9e51ff4f,0.13533726334571838
28,Discuss bridge/netfilter & OVS Hybrid driver with security groups With the dependent change the OVSHybridIptablesFirewallDriver ensures the netfilter-runs-on-bridges option is set Remove this from the manual steps_ and add an explanatory note where security-groups are being setup in the guide Change-Id: I42c6a0219d960b682bb4a39727c87151bc3ef1a8 Depends-On: If2d316eb8c422dc1e4f34b17a50b93dd72993a99,0.13737305998802185
29,Add ability to change VIP security group * Convert Edit VIP form to a workflow This is consistent with editing an instance in the Instances dashboard * Add a workflow step that allows the security group on a VIP port to be changed after creation of the VIP Closes-Bug: #1325397 Change-Id: I64631bf56427e79cf5e32a12d1925113d16ac3dc,0.09905479848384857
30,Add separate mirror for security ubuntu updates Unfreeze only security updates for FUEL release Change-Id: I9f89f8c956af1032d6c46ab705fed54468d47610,0.5424274206161499
31,networking-tricircle core plugin and security group Initial implementation include option to use ML2 but it seem that it will be better to use a core plugin (more control) over the process Change-Id: I3838d4124c45ab022e583bdcb548ecf909fd4112,0.140690878033638
32,Raise an exception when adding an already associated security group Raises exceptionSecurityGroupExistsForInstance when trying to add an already associated security group to instance Change-Id: I72543f60d2cb603d40a6d4b625a97da234ffb7a1 Closes-bug: #1423168,0.1844288408756256
33,Add rate limit iptables security group firewall The driver is based on the iptables firewall It is a beta-version for POC purpose and not yet implements log action To use it_ you need to have in the 'securitygroup' section: enable_security_group = true enable_extended_security_group = true firewall_driver = neutronagentlinuxiptables_bf_firewallIptablesBfFirewallDriver Change-Id: I8265abc96f70d2f5afabc0dcd1669cfb09c75f95 Partial-Implements: blueprint security-group-brute-force-prevention,0.153188556432724
34,Get rid of duplicated creation of security groups in test_volume_boot_pattern It turns out that a security group in test test_volume_boot_pattern is created twice The first security group is created in test itself_ the second security group is created in the method _boot_instance_from_ volume() This patch fixes it Now the security group is created once Change-Id: I99ec28a70591b346e2ea00c6e16af4e856721aa3,0.14250099658966064
35,Fixes bug with security groups rules in a dual stack network The code to add provider rules doesn't cycle through all of the DHCP agent IPs The code to add rules either correctly adds IPv4 rules or IPv6 rules depending on the order in which the DHCP agent IPs are got from the database Change-Id: I29a0a47a6bb3cbeaaa52a5477c4324c6cf1a6d3c Closes-Bug: #1455093,0.29275214672088623
36,networking-tricircle core plugin and security group Initial implementation include option to use ML2 but it seem that it will be better to use a core plugin (more control) over the process Change-Id: I3838d4124c45ab022e583bdcb548ecf909fd4112,0.140690878033638
37,Add security repo for CentOS Change-Id: Ie3c8098d6958650dd3c90ac3664937cfc6979f83 Partial-Bug: #1466080,0.4797337055206299
38,Updated the code to display security group's uuid instead of name in 'nova show' Closes-Bug: 1394462 Change-Id: I7bc73cbc6801ce44bd6b8a1e0cbff9bac5c62e04,0.2398649901151657
39,Add security group check when boot with port When create a vm with specified security group and ports_the security group is invalidBecause ports have their own security groupPerhaps users will be confused with this situationThey input security group parameter_but it doesn't work This patch add security group check in api: 1when boot only with port_it will return code 400 to show that security group is invalid and unnecessary 2when boot with both port and network_it will print a worning information in log files to point out that the security group is invalid with ports Change-Id: If956731b2b82360f69bced78b05a473f9d5b86c9 Closes-bug:#1462393,0.15059921145439148
40,Display ID column in the Security Group table This patch set is to add ID column in the security group table This is useful when there are multiple security group that has the same name Change-Id: I5d4665a5d1fe6bd0c163721275c8e3c446788eae Closes-Bug: #1429866,0.24994845688343048
41,Add tox target for bandit security checks Bandit is produced by the OpenStack security team to do static code analysis for security implementation failures It tests the code base for ~30 common security problems in Python with more to come run with: tox -e bandit Eventually we should have a check job that runs this target Change-Id: I14c34c2ec8db73179964282cc95df96bd9a600fa,0.2093677520751953
42,Update port security group_ relevant ipset member can't be updated There is only 1 member named p1 in sg1And 1 member named p2 in sg2 The sg2 can access sg1So p2 can access p1 After p1 updated to sg3_ and sg1 removed p1 from ipsets But when sg update the ipsets_ it can get the sg1 ip is none_and the logical exe set_members when exist ip in sg1_but now p1 had removed from sg1_so sg2 won't updated Change-Id: Ib301d1d08ed7df14ba56ff7e9862be5b37e17481 Closes-bug:#1458786,0.28906792402267456
43,To display protocol of the security group rules in dashboard instance overview page Change-Id: I8d3c5089602aae9b77019259fa185f9a847ca472,0.23168307542800903
44,few changes in security guide added projects for tenant information Change-Id: I77d6ec363ecaa8990295c098dd4389621f2e854c,0.3782258629798889
45,Add rate limiting security groups rules CLI extension Change-Id: Ifefee97944059a0993e547a842c675c12be18120 Implements: blueprint security-group-brute-force-prevention-cli,0.16708487272262573
46,Use left join for security group retrieve Currently server joins SecurityGroupPortBinding and SecurityGroupRule table to retrieve security group rules of a port_ so an empty security group is not returned This will cause trouble if enhanced RPC is enabled The security_groups field in the RPC response will not contain the id of the empty security group so agent will not update this security group Thus it will not take effect deleting the last rule in a security group This patch left joins SecurityGroupPortBinding and SecurityGroupRule table to ensure that empty security group can also be returned Change-Id: I9713a607a85d4bdcb9730d00cf8551d142acfb0f Closes-Bug: #1420056,0.17945224046707153
47,Add events on dropped packet by security groups firewall This patch includes: - A boolean event parameter addition to the security group entity (API/DB/Propagation to the Firewall driver) - An extension of the existing iptables firewall driver that sends events to ceilometer To use these patch with complete events you need: - To activate ceilometer to your devstack configuration file adding these lines (section [[local|localrc]]): enable_service ceilometer-acompute ceilometer-acentral ceilometer-anotification ceilometer-collector enable_service ceilometer-alarm-evaluator_ceilometer-alarm-notifier enable_service ceilometer-api - To add parameter to 'ml2_confini' file in your devstack configuration file adding these lines: [securitygroup] firewall_event_driver=neutronagentlinuxiptables_firewall_event_syslogIptablesFirewallSyslogEventDriver - Add the new events definition at the end of the 'file event_definitionsyaml' in ceilometer conf folder: - event_type: securitygroupsfirewalldrop* traits: &security_groups_firewall src_ip: fields: payloadsrc_ip dst_port_number: fields: payloaddst_port_number protocol: fields: payloadprotocol dst_ip: fields: payloaddst_ip dst_port_id: fields: payloaddst_port_id rule_type: fields: payloadrule_type time_stamp: fields: payloadtime_stamp tenant_id: fields: payloadtenant_id - Associate an instance to a security group that have the event column set to 1/true to receive the events Change-Id: I4defd2642cd70f3c2ee12f106c939a79d440c569 Status: Beta implementation for POC purpose Implements: blueprint security-groups-dropped-packets-event,0.11851546168327332
48,Create security group rules in loose loop Change-Id: I3e956b39c314b5bd236a4c1a762f01856cea2905 Closes-Bug: #1265937,0.17095884680747986
49,Allow case-insensitive neutron security groups Initially_ nova-network security groups were case-insensitive Neutron validates security-group names regardless of case_ however they would fail when the scheduler would attempt to allocate the group to the instance causing it to enter into an ERROR state Now_ with this patch neutron allocate_for_instance allowing case-insentivie groups to be matched_ which boot an instance with running state Change-Id: Ia20895f86e3df5a7c9a2ed9d84c6ce16ae3fe0a1 Closes-Bug: #1286463,0.231092631816864
50,Add callbacks for security group create/delete Add a notification listener to listen for the API notifications about created/updated/deleted objects This allows us to listen for security group and security group rule deletions and creations that don't result in a normal notification to the agents Change-Id: Icbeacf83b3cd2752a7a674e8e4aed045fcd09487,0.09138210117816925
51,Adds message security plugins This adds an optional plugin framework for message security It also provides two plugin implementations_ a dummy pass through and one for using kite This is work in progress Change-Id: Icbed9d0aee4c84bb396f58bcb7516797a97a515b Implements: blueprint trusted-messaging,0.17457672953605652
52,Reworded sentence in chapter 7 of the security guide Change-Id: I215dacdb8ee661da204fc6453a2cfaa3459f4342,0.2949415147304535
53,Ensure security group body does not always include description The description value for a security group is optional_ and doesn't need to be included if it's doesn't have a value Change-Id: Iac1e73e131ecdbf205f9a9d7b0401b52a6dc6789 Closes-Bug: 1434172,0.269584059715271
54,WIP: Port Security Extension Blueprint: ml2-ovs-portsecurity Change-Id: Ib18a6250ab7f47c430055d5903c693ee437f8ea3,0.2902524471282959
55,[DONT MERGE] Enforce single worker to create a default security group This is a hacky attempt to see whether locks spread thru all the code that may trigger default security group creation will pass the gate This is an alternative for [1] but without db migrations_ so that it may apply to stable branches where we don't allow new migrations Change-Id: I996fe9f1747a025f065329ee50d4c621a01253ce Related-Bug: #1194579,0.17867343127727509
56,Adding security groups to existing ports Security groups were added to port request body only during creating port When both port id and security groups were provided in request for launching instance_ security groups were not updated in port In this change_ security groups are updated even in existing ports Change-Id: I660a989f7539109e5c3ea33dc835edc6c7980cd9 Closes-Bug: #1425294,0.17630764842033386
57,Use 409 instead of 400 when security group or rule existed When create/update security group and create security group rule_ the current code returns 400_ but it should be 409 This patch fix this problem Change-Id: Ia42cc4c717cd1d73a6028f3cc3e28340d56c6f05,0.29096686840057373
58,Hyper-V: Fixes security groups issue After this patch If19be8579ca734a899cdd673c919eee8165aaa0e refactored securitygroups_rpc_ prepare_devices_filter attempts to use methods unimplemented by the HyperV security groups driver For this reason_ binding ports fails with NotImplementedError if security groups are enabled Until the HyperV security groups driver reaches parity_ the use_enhanced_rpc property should be set to False on the HyperVSecurityAgent_ falling back to the old behaviour Change-Id: I8c28a67df4c1e94d2d944c7f19614164c79a49a4 Closes-Bug: #1415523,0.2735976576805115
59,Add Security Boot Mode into Management Interface This spec proposes adding security boot mode into Management Interface to set next boot with secure boot for deployment of Bare Metal depends on nodes capabilities: With Intel TXT hardware support and enable_ nodes can go to trust boot[1] With UEFI secure boot enable_ nodes can go to secure boot[2] [1]https://reviewopenstackorg/#/c/133902 [2]https://reviewopenstackorg/#/c/135845 Change-Id: Iae04573c0ba762c430ca3255af6f79cba22771eb,0.17179188132286072
60,HP3PAR Remove support for user security for CIFS Taking out user security for CIFS Both CIFS and NFS are now secured by IP address User security was based on 3PAR local 'fsuser' This did not make sense in an environment with multiple drivers Change-Id: I0bc7389b8be9feb7f99aabe5ec879c052b902c0b Implements: blueprint hp3par-remove-cifs-user-access,0.15668824315071106
61,This test case validates instance with no security group_ There is defect (1399525) in existing code that blocking Instance traffic after removing security group from the Instance port Change-Id: Ifadbfc65074d7b4db54104702c6ae6f88cf69d2e,0.13137593865394592
62,"description for ""default"" security group changed Changed the description of ""default"" security group from ""default"" to ""default security group"" Change-Id: I1ff06c5098973833d222c5577e1cbb138402886e Closes-Bug:1291570",0.332276314496994
63,"Unlcear message deleting default security group Trying to delete default security group from a non-admin user gives an error ""Conflict (HTTP 409) (Request-ID: req-152c2ec3-1f32-406f-9eeb-bb8ea48a4d11)"" but no messgae is displayed to the user This is confusing as the user does not get to know why is he not allowed to remove the defaulty security group So updated the code to give a more optimal message to the user Closes-Bug: #1403747 Change-Id: I26f7421a81c109fb3f708962e4ca7b54c7ea4c3c",0.1992131918668747
64,Grafana security headers Enabling the security headers cookie_samesite x_content_type_options x_xss_protection Change-Id: I87eba1d56db6dbb1c2ed7392223b2124b0cf1897,0.20493662357330322
65,[DNM] Test none security driver Change-Id: Ie32240fb5a67aec78e89114dac56d50e57713bca,0.20938655734062195
66,Rename default security group Kilo changed behaviour of security group naming It's impossible now to create 'Default' group if 'default' is present This fact affects to VPC creation_ so working test for VPC is added too Change-Id: Iab6090c41d23a3133f6cd95ff9be5f660096e66a,0.1996230036020279
67,Fix error raising in security groups method In case there were security groups not belonging to tenant on port _get_security_groups_on_port would try to raise exception but fail trying to index set This patch removes use of index and introduces new exception which provides better explanation of situation which occurred Continuing the work of https://reviewopenstackorg/#/c/124070/ Change-Id: Ia3e12464e390266e639a46c06595f6c4f8be5158 Closes-Bug: #1373816,0.29751884937286377
68,add conntrack-tool to manage security group this patch introduce conntrack-tool to manage security group when a security group rule is deleted_ it should use conntrack-tool to delete the invalid ip connectivity Change-Id: I83ded140b37a4d276ab64911d73d4224b598c33b Partially-Implements: bp conntrack-in-security-group,0.25085049867630005
69,setup all projects acls listed on openstack site: http://ciopenstackorg/gerrithtml setup with include gerrit::security_ manages groups_ All Projects security Change-Id: Icc489584829f3386d574b4c76ef625d8e4ff9c3e,0.11652231216430664
70,"Fixes Hyper-V agent stateful security group rules Hyper-V does not allow stateful ACLs with ""ANY"" protocol_ meaning that security group rules which allows ""ANY"" protocol must be split up into separate rules for each protocol Also_ Hyper-V does not allow stateful ICMP rules_ which means ICMP rules must be added both inbound and outbound Change-Id: I0d4a6ebc6023ea616cf92539273b8b36a6b24ae0",0.24107137322425842
71,Enable setting default rules for default security group Blueprint: default-rules-for-default-security-group Change-Id: Iafe3432d37bb0c03d8e0be04e2641c37dab9a35a,0.20005235075950623
72,Not to create default security group if neutron sg is used Change-Id: Ib38ab5490118367d39f9411f0a99c3f57bb9a92f Closes-Bug: 1337912,0.29899609088897705
73,fix choosing default security group Change-Id: Ib0107ee5181fe8e2be347b385d5ce48ab4165a2e,0.2525556683540344
74,WIP: Add a --trust-me option to security group create Create a default set of rules for the new security group that is wide open This is nova-network only until OSC gets Neutron support Change-Id: Ic543abf8c74155807fd66ccecd98cbd55900d39c,0.18215323984622955
75,Allow security group rules to be specified in both directions Currently it is only possible to create security group rules with ingress or egress direction This means that in case when a user needs to create identically configured ingress and egress rules he/she has to run the create command twice This patch extends a list of choices for security-group-rule-create direction argument with 'both' Corresponding patch for neutron: https://reviewopenstackorg/#/c/140676 Change-Id: Ifa3b09b63c9d6f01e4bb5aac9d7331e1692d69b2 Closes-Bug: #1325736,0.21070264279842377
76,WIP: Allow security group rules to be specified in both directions Change-Id: Icb3e720c15ac7ed8a657596c72cc3c08098f0931 Closes-Bug: #1325736,0.2030290961265564
77,NSX plugin security group rules summarization Summarize the security group rules before creating the rules in NSX controller This fix removes duplicate and redundant rules to yield same or smaller set of rules that enforces the same security policies on the hypervisors and reduce the NSX control cluster memory consumption Change-Id: Ib654ee400e8dd796d5660000d09c8adaf5dda16e Closes-Bug: 1376981,0.16745683550834656
78,Improve performance of security group DB query The _select_ips_for_remote_group method was joining the IP allocation_ port_ allowed address pair_ and security group tables together in a single query Additionally_ it was loading all of the port columns and using none of them This resulted in a very expensive query with no benefit This patch eliminates the unnecessary use of the port table by joining the IP allocation table directly to the security groups and allowed address pairs tables In local testing of the method_ this sped it up by an order of magnitude Closes-Bug: #1373851 Change-Id: I12899413004838d2d22b691f1e2f3b18f7ec2c27 (cherry picked from commit 04df85b6e5a098f8f55bb82f04d9769763beb487),0.21440735459327698
79,OVSvAPP solution for VLAN and security groups Change-Id: I81a05a5c906a1fee43ed59cd38a46176682ca363,0.19049756228923798
80,Add DSCP option to Security Groups This commit adds the DSCP option to the Security Groups client CLI Implements blueprint security-groups-dscp-filter-client Change-Id: Ia1da473d1d1b2f5d8f8c3b5f39cf6466ee595216,0.299908846616745
81,Action support for security group rule Security Group is a core functionalies in the openstack The model is widly used and get famillier with many users Basically_ the security group will only supports ALLOW action and it's limited In this bp_ we are going to support more ACTIONS including DENY_ ALLOW_CONNECTION_ QoS and APPLY_SERVICE We will Also add new attributes for rule such as priority in rule in order to support these attributes Change-Id: I01eac77d07972ec1c941d2fb8691beee0dab9c9a,0.18748672306537628
82,Implements: Added code for do_secgroup_create Previously name & description are mendatory parameters_ now it sets to Now If want to create a security group you dont require name & description as mendatory Closes-Bug: #1254722 Change-Id: I399c270663bb5c1b4706ecd7e4452e8995da21bd,0.23196670413017273
83,Adding test for security group in trove Change-Id: Ic52efc55399c4ab2fc9d8776e52763b1bd56a1fb,0.2473841905593872
84,Security groups: prevent race for default security group creation When a VM is booted via the Nova the client connection is created with an admin user This causes problems when creating the neutron port That is_ there may be a race for the creation of the default security group for the tenant The problem was introduced by commit acf44dba26ca8dca47bfb5fb2916807f9f4e2060 Change-Id: Ie0199c71231a322704f1f49995facde09c92da25 Closes-bug: #1372570 (cherry picked from commit 32ea2e349decd750e25cb00a8c907b8f73f795f3),0.2146228849887848
85,Updates default security group rules Adds new rules to the default security group in osbash cluster This will allow the users to ssh and ping the VM instance without having to modify the security groups Change-Id: If4eef488303637e90ae3397c51c533dfb1c6ba45,0.15068578720092773
86,Clean Nova security groups Change-Id: I9ea46e4ce187194f04f7acbb9fb37f3ffbb2456f,0.3250432014465332
87,Allow case-insensitive neutron security groups nova-network security groups are case-insensitive Neutron validates security-group names regardless of case_ however they would fail when the scheduler would attempt to allocate the group to the instance causing it to enter into an ERROR state This patch fixes neutrons allocate_for_instance allowing case-insentivie groups to be matched Change-Id: Id950887b5011e7df7b66c212d1b074e0e8ccb84f Closes-Bug: #1286463,0.2505984306335449
88,Break out security group logic in allocate_for_instance This patch breaks out the security group logic that converts security group names to ids in allocate_for_instance to it's own method in an attempt to shortten allocate_for_instance and make it more managable Closes-bug: #1279941 Change-Id: I06f24c646261098c3412476604f8f325458cea10,0.20345482230186462
89,"description for ""default"" security group changed Changed the description of ""default"" security group from ""default"" to ""default security group"" Change-Id: Ie81f05de427c53d777c16631cf9bddb19851e1a9 Closes-Bug:1291570",0.3078688681125641
90,Add hash to auto security group for uniqueness Node group id is unique enough to avoid duplicates Change-Id: I4ce1de63313320683b9d87e3318349da3c014d7d Closes-Bug: #1383348 (cherry picked from commit 871cc57d056472758e2fe0b09924eefcc28171a4),0.2451050579547882
91,"Implement Midonet Juno Security Group Api calls This patch is part of a series of patches converting the current midonet plugin code to the new model described in blueprint midonet-plugin-juno This patch focuses specifically on the ""security group"" handlers Change-Id: I76d3c8809aff2fc1b74de0fab6712b8495d1413b Partially-Implements: blueprint midonet-plugin-juno",0.13987070322036743
92,DO NOT MERGE Dirty hack to enable security updates Change-Id: I2640d1b6182466d2ce0d07c27c400c399705f3d7,0.44908589124679565
93,Enforce uniqueness of security group name per tenant In Bug: 1194579 a race condition is described where multiple requests to create 'default' security group may not be caught as checks are in code_ not enforced on the db model This review enforces the uniqueness of {tenant_id_ sg_name} in the SecurityGroup db model using a named UniqueConstraint I have included the migration file - please let me know if this is correct I don't think we need a test here as this case is actually already covered in test_extension_security_group Closes-Bug: 1194579 Change-Id: I9559aeed64942b828ec57611daa780ee6ef5bcb1,0.21117126941680908
94,Add Port Security Implementation in ML2 Plugin Implements: blueprint port-security-ml2 Change-Id: I14c6dff025d2e3910e7dc8fba66c65f9657ea04f,0.16320578753948212
95,Do not merge: Security Groups API Tests Enhancements Add test to create security rule -Create a security group rule with protocol attribute as integer value -Validate the security rule protocol value just for investigating the problem of Icd967f8d25a55c3e0db57af8e764bfb0a3dab6f9 Change-Id: If88a5e01b7fddf37850281d0465e822a6557a801,0.23771843314170837
96,Fix configuration of security group driver The security group driver is correctly configured by default (neutronagentlinuxiptables_firewallOVSHybridIptablesFirewallDriver) and it should be the same both in Neutron and plugin configuration files Change-Id: I78adf19aca2123748876fb7047306604fc905a34 Closes-bug: #1350875,0.25616252422332764
97,Fix security groups Security groups are now hanlded correctly for both Nova Network and Neutron while using direct provisioning engine Change-Id: I9904449e87f315f783b2b9f7c0539ff809da65b4 Closes-Bug: #1381035,0.32221630215644836
98,To display protocol of the security group rules in dashboard instance overview page Change-Id: If7cc4de803b6e8b689033dd98c4ba9903a677a91,0.22552064061164856
99,[Data_processing] auto security group Set auto_security_group field checked by default This change also sets the value for copy workflow Change-Id: I8d4317680b0b498843a82740ffac5aa63b05802a Closes-Bug: #1383600,0.1707753837108612
100,Friendly error message while creating security group Validate parameter name before going to the parser_ while creating security group Before that_ there was an error about no such parameter Now there is validation in case of: * nova secgroup-create -name Closes-Bug: #977192 Change-Id: Id10ebc7f720aa4183a6ed313388a7a006d17bc37,0.2691923677921295
101,NSX plugin security group rules summarization Summarize the security group rules before creating the rules in NSX controller This fix removes duplicate and redundant rules to yield same or smaller set of rules that enforces the same security policies on the hypervisors and reduce the NSX control cluster memory consumption Change-Id: I889a2c2fdecc5d6f57c5b2cecb9bf017d0d36a5c Closes-Bug: 1376981,0.17012709379196167
102,"no way to delete valid and invalid security rule Previously deleting correct/incorrect security group rule was throwing the error of ""AttributeError"" With this fix_ now the valid and invalid security group rules can be deleted Change-Id: Id1ef3ec663e930b726b93803b22c58f7302dcc38 closes-bug: 1163469",0.2640865445137024
103,Use lowercase section name in Neutron ML2 security group config All other security group configs in Neutron are lower-case and it should be consistent Change-Id: I683333c1e186446a69172446cca6d9b952673ed4 Closes-Bug: #1279862,0.29907095432281494
104,Fixes race condition for create default security group Boot one instance with security_group_api=nova_ it will check Nova's default security group firstly There is race condition that boot some instances at the first time for same tenant_ current logic is: 1 get default security group 2 if not get it _ create one Two threads may in step2 _ then a exceptionSecurityGroupExists is raised Note: this only occurs randomly when boot some instances for same tenant at the first time This commit always tries to create default security group firstly_ then catch the exception SecurityGroupExists Closes-Bug: #1373777 Related-Bug: #1303625 Change-Id: I4a311b3697cd7c2e4ac183886d357e057a378baa,0.22471459209918976
